player,team,team_country,position,age,birth_year,club,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct
Youssef Belammari,Morocco,Morocco,DF,27,1998,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zakaria El Ouahdi,Morocco,Morocco,"DF,MF",24,2001,Genk,1,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,17.0,3.0,,0,1,17.0,5,0.0,0.0,0.0,0.0,0.0,-0.65,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Bart Verbruggen,Netherlands,Netherlands,GK,23,2002,Brighton,4,4,390.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,98.0,100.0,98.0,4,0,,0,2.0,11.0,5.0,6.0,1.38,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,4.0,4.0,390.0,5.0,1.15,21.0,16.0,76.2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Brian Brobbey,Netherlands,Netherlands,FW,24,2002,Sunderland,4,3,223.0,2.5,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.21,0.0,1.21,1.21,1.21,4.0,3.0,75.0,1.61,1.21,0.75,1.0,56.0,57.2,72.0,0,1,6.0,0,2.0,7.0,3.0,4.0,1.61,0.54,0.0,4.0,3.0,2.0,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Cody Gakpo,Netherlands,Netherlands,FW,27,1999,Liverpool,4,4,368.0,4.1,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.73,0.24,0.98,0.73,0.98,10.0,6.0,60.0,2.45,1.47,0.3,0.5,92.0,94.4,92.0,0,0,,0,2.0,11.0,4.0,7.0,1.71,5.8,0.0,3.0,3.0,3.0,12.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Crysencio Summerville,Netherlands,Netherlands,FW,24,2001,West Ham,4,2,253.0,2.8,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,0.71,0.71,1.42,0.71,1.42,2.0,2.0,100.0,0.71,0.71,1.0,1.0,63.0,64.9,95.0,1,2,32.0,0,2.0,6.0,3.0,3.0,1.07,-0.9,0.0,2.0,5.0,1.0,7.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Denzel Dumfries,Netherlands,Netherlands,"DF,MF",30,1996,Inter,4,4,390.0,4.3,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.46,0.0,0.46,5.0,2.0,40.0,1.15,0.46,0.0,0.0,98.0,100.0,98.0,4,0,,0,2.0,11.0,5.0,6.0,1.38,,0.0,6.0,3.0,1.0,16.0,1.0,6.0,,,0.0,,,,,,,,,,,,,,,,,,
Donyell Malen,Netherlands,Netherlands,FW,27,1999,Roma,3,3,185.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,50.0,1.95,0.97,0.0,0.0,62.0,47.4,62.0,0,0,,1,2.33,7.0,2.0,5.0,2.43,1.99,0.0,0.0,2.0,0.0,5.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Frenkie de Jong,Netherlands,Netherlands,MF,29,1997,Barcelona,4,4,328.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.27,0.0,0.0,,82.0,84.1,82.0,1,0,,0,2.0,10.0,5.0,5.0,1.37,-0.08,0.0,6.0,6.0,0.0,1.0,8.0,7.0,,,0.0,,,,,,,,,,,,,,,,,,
Guus Til,Netherlands,Netherlands,"FW,MF",28,1997,PSV,1,0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,32.0,8.2,,0,1,32.0,3,3.0,1.0,0.0,1.0,2.81,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Jan Paul van Hecke,Netherlands,Netherlands,DF,26,2000,Brighton,4,4,390.0,4.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.23,0.0,0.23,0.23,0.23,3.0,2.0,66.7,0.69,0.46,0.33,0.5,98.0,100.0,98.0,4,0,,0,2.0,11.0,5.0,6.0,1.38,,0.0,4.0,2.0,0.0,1.0,4.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Jorrel Hato,Netherlands,Netherlands,DF,20,2006,Chelsea,1,0,35.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,35.0,9.0,,0,1,35.0,3,1.0,0.0,1.0,-1.0,-2.57,-4.35,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Justin Kluivert,Netherlands,Netherlands,"FW,MF",27,1999,Bournemouth,2,0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,14.0,6.9,,0,2,14.0,2,2.0,0.0,0.0,0.0,0.0,-1.49,0.0,0.0,2.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Lutsharel Geertruida,Netherlands,Netherlands,DF,25,2000,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Flekken,Netherlands,Netherlands,GK,33,1993,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marten de Roon,Netherlands,Netherlands,"DF,MF",35,1991,Atalanta,1,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,11.0,2.8,,0,1,11.0,3,1.0,0.0,0.0,0.0,0.0,-1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Mats Wieffer,Netherlands,Netherlands,"DF,MF",26,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Memphis,Netherlands,Netherlands,"FW,MF",32,1994,Corinthians,3,0,54.0,0.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.67,1.67,0.0,1.67,0.0,0.0,,0.0,0.0,,,18.0,13.8,,0,3,18.0,1,2.33,1.0,1.0,0.0,0.0,-1.61,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Micky van de Ven,Netherlands,Netherlands,"DF,MF",25,2001,Tottenham,3,3,265.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,33.3,1.02,0.34,0.0,0.0,88.0,67.9,88.0,2,0,,1,1.67,8.0,3.0,5.0,1.7,0.98,0.0,5.0,1.0,0.0,2.0,2.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Nathan Aké,Netherlands,Netherlands,DF,31,1995,Manchester City,3,2,170.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.53,0.0,0.0,,57.0,43.6,80.0,1,1,10.0,1,1.67,3.0,2.0,1.0,0.53,-1.52,0.0,2.0,2.0,0.0,1.0,4.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Noa Lang,Netherlands,Netherlands,"FW,MF",26,1999,Galatasaray,2,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,4.0,2.1,,0,2,4.0,2,3.0,0.0,0.0,0.0,0.0,-1.41,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Quinten Timber,Netherlands,Netherlands,MF,24,2001,Marseille,2,0,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,28.0,14.1,,0,2,28.0,1,1.0,0.0,2.0,-2.0,-3.27,-5.42,0.0,0.0,2.0,0.0,1.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Robin Roefs,Netherlands,Netherlands,GK,23,2003,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Gravenberch,Netherlands,Netherlands,MF,24,2002,Liverpool,4,4,345.0,3.8,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.52,0.0,0.52,5.0,0.0,0.0,1.3,0.0,0.0,,86.0,88.5,86.0,2,0,,0,2.0,11.0,3.0,8.0,2.09,6.09,0.0,5.0,3.0,0.0,4.0,6.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Teun Koopmeiners,Netherlands,Netherlands,"DF,MF",28,1998,Juventus,4,0,122.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.48,0.0,0.0,,31.0,31.3,,0,4,31.0,0,2.0,2.0,2.0,0.0,0.0,-2.01,0.0,3.0,0.0,0.0,5.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Tijjani Reijnders,Netherlands,Netherlands,MF,27,1998,Manchester City,3,3,199.0,2.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0,0.45,4.0,2.0,50.0,1.81,0.9,0.0,0.0,66.0,51.0,66.0,0,0,,1,2.33,9.0,3.0,6.0,2.71,2.71,0.0,0.0,3.0,1.0,15.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Virgil van Dijk,Netherlands,Netherlands,DF,34,1991,Liverpool,4,4,390.0,4.3,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.23,0.23,0.46,0.23,0.46,2.0,2.0,100.0,0.46,0.46,0.5,0.5,98.0,100.0,98.0,4,0,,0,2.0,11.0,5.0,6.0,1.38,,0.0,2.0,2.0,0.0,0.0,3.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Wout Weghorst,Netherlands,Netherlands,FW,33,1992,Ajax,1,0,50.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,50.0,12.8,,0,1,50.0,3,1.0,1.0,1.0,0.0,0.0,-1.59,0.0,1.0,2.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Alex Paulsen,New Zealand,New Zealand,GK,23,2002,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Rufer,New Zealand,New Zealand,MF,30,1996,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Old,New Zealand,New Zealand,MF,23,2002,Saint-Étienne,3,0,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,31.0,34.4,,0,3,31.0,0,0.33,1.0,6.0,-5.0,-4.84,-4.33,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Ben Waine,New Zealand,New Zealand,FW,25,2001,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Callan Elliot,New Zealand,New Zealand,DF,26,1999,Auckland FC,1,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,13.0,4.8,,0,1,13.0,2,1.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Callum McCowatt,New Zealand,New Zealand,MF,27,1999,Silkeborg,3,2,159.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,75.0,2.26,1.7,0.0,0.0,53.0,58.9,66.0,0,1,27.0,0,0.33,4.0,6.0,-2.0,-1.13,2.11,0.0,4.0,1.0,0.0,3.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Chris Wood,New Zealand,New Zealand,FW,34,1991,Nottingham,3,3,270.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,0.0,0.67,5.0,2.0,40.0,1.67,0.67,0.0,0.0,90.0,100.0,90.0,3,0,,0,0.33,4.0,10.0,-6.0,-2.0,,0.0,2.0,1.0,4.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Elijah Just,New Zealand,New Zealand,MF,26,2000,Motherwell,3,3,264.0,2.9,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.02,0.0,1.02,1.02,1.02,7.0,5.0,71.4,2.39,1.7,0.43,0.6,88.0,97.8,88.0,2,0,,0,0.33,4.0,10.0,-6.0,-2.05,-2.05,0.0,3.0,2.0,0.0,2.0,2.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Finn Surman,New Zealand,New Zealand,DF,22,2003,Portland Timbers,3,3,270.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33,2.0,1.0,50.0,0.67,0.33,0.5,1.0,90.0,100.0,90.0,3,0,,0,0.33,4.0,10.0,-6.0,-2.0,,0.0,4.0,2.0,0.0,0.0,4.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Francis de Vries,New Zealand,New Zealand,DF,31,1994,Auckland FC,2,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,9.0,6.7,,0,2,9.0,1,0.0,1.0,2.0,-1.0,-5.0,-3.21,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Jesse Randall,New Zealand,New Zealand,MF,23,2002,Auckland FC,3,0,61.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.48,0.0,0.0,,20.0,22.6,,0,3,20.0,0,0.33,1.0,5.0,-4.0,-5.9,-5.04,0.0,0.0,1.0,0.0,5.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Joe Bell,New Zealand,New Zealand,MF,27,1999,Viking,3,3,243.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.37,0.0,0.0,,81.0,90.0,81.0,2,0,,0,0.33,3.0,7.0,-4.0,-1.48,5.19,0.0,3.0,0.0,0.0,0.0,4.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Kosta Barbarouses,New Zealand,New Zealand,"FW,MF",36,1990,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lachlan Bayliss,New Zealand,New Zealand,MF,23,2002,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberato Cacace,New Zealand,New Zealand,DF,25,2000,Wrexham,3,3,220.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.41,0.41,0.0,0.0,73.0,81.5,73.0,0,0,,0,0.33,3.0,7.0,-4.0,-1.64,1.96,0.0,1.0,5.0,0.0,8.0,3.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Logan Rogerson,New Zealand,New Zealand,"FW,MF",28,1998,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marko Stamenic,New Zealand,New Zealand,MF,24,2002,Swansea City,3,3,269.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,,90.0,99.6,90.0,2,0,,0,0.33,4.0,10.0,-6.0,-2.01,-2.01,0.0,4.0,0.0,0.0,1.0,4.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Max Crocombe,New Zealand,New Zealand,GK,32,1993,Millwall,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,3,0,,0,0.33,4.0,10.0,-6.0,-2.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,3.0,3.0,270.0,10.0,3.33,21.0,11.0,52.4,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
Michael Boxall,New Zealand,New Zealand,DF,37,1988,Minnesota Utd,3,2,207.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,69.0,76.7,90.0,2,1,27.0,0,0.33,4.0,8.0,-4.0,-1.74,1.12,0.0,2.0,2.0,0.0,1.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Michael Woud,New Zealand,New Zealand,GK,27,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nando Pijnaker,New Zealand,New Zealand,DF,27,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Thomas,New Zealand,New Zealand,MF,31,1994,Zwolle,3,1,83.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,28.0,30.7,45.0,0,2,19.0,0,0.33,0.0,2.0,-2.0,-2.17,-0.24,0.0,3.0,3.0,0.0,1.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Sarpreet Singh,New Zealand,New Zealand,MF,27,1999,Wellington,3,3,209.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,50.0,1.72,0.86,0.0,0.0,70.0,77.4,70.0,0,0,,0,0.33,3.0,5.0,-2.0,-0.86,5.04,0.0,2.0,2.0,0.0,7.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Tim Payne,New Zealand,New Zealand,DF,32,1994,Wellington,3,3,224.0,2.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,1.0,0.0,0.0,0.4,0.0,0.0,,75.0,83.0,75.0,0,0,,0,0.33,3.0,7.0,-4.0,-1.61,2.31,0.0,2.0,2.0,0.0,10.0,1.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Tommy Smith,New Zealand,New Zealand,DF,36,1990,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Bindon,New Zealand,New Zealand,DF,21,2005,Sheffield United,3,1,97.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,1.86,0.93,0.0,0.0,32.0,35.9,90.0,1,2,4.0,0,0.33,1.0,5.0,-4.0,-3.71,-2.67,0.0,2.0,1.0,0.0,2.0,1.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Alexander Sørloth,Norway,Norway,FW,30,1995,Atlético Madrid,5,5,337.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.34,0.0,0.0,,67.0,59.1,67.0,0,0,,1,2.4,7.0,3.0,4.0,1.07,1.84,0.0,6.0,2.0,2.0,5.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Andreas Schjelderup,Norway,Norway,FW,22,2004,Benfica,6,2,252.0,2.8,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.36,1.07,1.43,0.36,1.43,3.0,2.0,66.7,1.07,0.71,0.33,0.5,42.0,44.2,75.0,0,4,26.0,0,2.0,7.0,7.0,0.0,0.0,-0.57,0.0,2.0,3.0,0.0,4.0,5.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Antonio Nusa,Norway,Norway,FW,21,2005,RB Leipzig,6,4,318.0,3.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.28,0.0,0.28,0.28,0.28,6.0,2.0,33.3,1.7,0.57,0.17,0.5,53.0,55.8,64.0,0,2,31.0,0,2.0,6.0,4.0,2.0,0.57,0.57,0.0,1.0,5.0,2.0,7.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
David Møller Wolfe,Norway,Norway,DF,24,2002,Wolves,5,5,430.0,4.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,0.0,0.21,0.0,0.0,,0.0,0.0,,,86.0,75.4,86.0,2,0,,1,2.4,10.0,5.0,5.0,1.05,2.98,0.0,7.0,2.0,0.0,5.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Egil Selvik,Norway,Norway,GK,28,1997,Watford,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,15.8,90.0,1,0,,5,0.0,1.0,4.0,-3.0,-3.0,-3.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,90.0,4.0,4.0,9.0,5.0,55.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Erling Haaland,Norway,Norway,FW,25,2000,Manchester City,5,5,465.0,5.2,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,1.35,0.0,1.35,1.35,1.35,20.0,13.0,65.0,3.87,2.52,0.35,0.54,93.0,81.6,93.0,4,0,,1,2.4,12.0,7.0,5.0,0.97,3.54,0.0,5.0,3.0,0.0,1.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Fredrik André Bjørkan,Norway,Norway,DF,27,1998,Bodø/Glimt,1,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,45.0,7.9,45.0,0,0,,5,0.0,1.0,3.0,-2.0,-4.0,-4.69,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Fredrik Aursnes,Norway,Norway,"MF,DF",30,1995,Benfica,6,3,304.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.59,0.0,0.0,,51.0,53.3,69.0,1,3,32.0,0,2.0,7.0,7.0,0.0,0.0,-0.68,0.0,5.0,3.0,0.0,5.0,1.0,8.0,,,0.0,,,,,,,,,,,,,,,,,,
Henrik Falchener,Norway,Norway,DF,23,2003,Viking,1,1,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,65.0,11.4,65.0,0,0,,5,0.0,1.0,3.0,-2.0,-2.77,-3.48,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Jens Petter Hauge,Norway,Norway,"DF,FW",26,1999,Bodø/Glimt,1,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,8.0,1.4,,0,1,8.0,5,0.0,0.0,1.0,-1.0,-11.25,-11.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Julian Ryerson,Norway,Norway,DF,28,1997,Dortmund,4,4,223.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,56.0,39.1,56.0,1,0,,2,2.25,5.0,2.0,3.0,1.21,1.47,0.0,6.0,1.0,0.0,15.0,0.0,8.0,,,0.0,,,,,,,,,,,,,,,,,,
Jørgen Strand Larsen,Norway,Norway,FW,26,2000,Crystal Palace,2,1,105.0,1.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,1.71,0.86,0.0,0.0,53.0,18.4,90.0,1,1,15.0,4,0.0,1.0,4.0,-3.0,-2.57,-3.54,0.0,0.0,2.0,1.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Kristian Thorstvedt,Norway,Norway,MF,27,1999,Sassuolo,2,1,63.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,33.3,4.29,1.43,0.0,0.0,32.0,11.1,45.0,0,1,18.0,4,1.5,3.0,3.0,0.0,0.0,-0.36,0.0,2.0,1.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Kristoffer Ajer,Norway,Norway,DF,28,1998,Brentford,5,5,480.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,0.37,0.19,0.0,0.0,96.0,84.2,96.0,5,0,,1,2.4,12.0,7.0,5.0,0.94,3.94,0.0,2.0,1.0,0.0,1.0,4.0,8.0,,,0.0,,,,,,,,,,,,,,,,,,
